conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
2052650985340711358,Fri May 08 10:15:55 +0000 2026,12,@tanyakanrl Rilll aku tadi belanja ke superindo jadi bete karena semua serba mahal &amp; naik harganya kek Ya Allah bayangin negara dengan lahan sawit terluas di dunia harga minyak goreng 2liternya udah mau menyentuh harga 50k gak masuk akal sama sekali https://t.co/BxnZMmuRu9,2052693975405043750,https://pbs.twimg.com/media/HHyiR-PacAASijj.jpg,tanyakanrl,in,,0,1,0,https://x.com/undefined/status/2052693975405043750,1415159670600192003,
2052693927229378729,Fri May 08 10:15:44 +0000 2026,0,me going to blok m with 5k rupiah + hopes and dreams soalnya dibayari @ramuneinabottle,2052693927229378729,,,in,,0,0,0,https://x.com/undefined/status/2052693927229378729,2346474050,
2052646554474045621,Fri May 08 10:15:40 +0000 2026,0,@kumparan Aneh Cadangan Devisa turun Rupiah melemah harga minyak bikin boncos APBN tapi pertumbuhan ekonomi NAIK ,2052693912670888023,,kumparan,in,,0,0,0,https://x.com/undefined/status/2052693912670888023,851295895,
2052693872497795113,Fri May 08 10:15:31 +0000 2026,0,bagus nih Menkeu. apbn tetap terkendali walau rupiah lemah BI yang bertanggung jawab https://t.co/yCttdzVklN,2052693872497795113,https://pbs.twimg.com/media/HHyiMfLaYAAIWEF.jpg,,in,,0,0,0,https://x.com/undefined/status/2052693872497795113,2272127095,
2052693818550693894,Fri May 08 10:15:19 +0000 2026,0,Total pagu anggaran sebesar Rp.37.856.733.000 yang terbagi menjadi 2 sumber dana yakni Rupiah Murni sebesar Rp. 22.339.233.000 dan PNBP sebesar Rp. 15.517.500.000 dengan rincian output kegiatan sebagaimana tersaji pada inforgrafis diatas. #ppidpoliteknikkpsidoarjo,2052693822451384683,,bppsdm_pkpsda,in,,0,0,0,https://x.com/undefined/status/2052693822451384683,4909548049,
2052650985340711358,Fri May 08 10:15:03 +0000 2026,0,@tanyakanrl Setiap abis lebaran kalau lu perhatiin pasti harga makanan jadi itu naik 1000-2000. Kaya pecel lele mie ayam ketoprak. Pasti akan ada diposisi ini,2052693758777708954,,tanyakanrl,in,,0,0,0,https://x.com/undefined/status/2052693758777708954,1660441157065912321,
2052693654318535124,Fri May 08 10:14:39 +0000 2026,0,lain Gubernur BI lain pula Menteri Keuangan tentang Stabilitas Rupiah Gubernur BI bilang Cadangan Devisa Aman untuk menjaga Rupiah sementara Menteri Keuangan akan menjual Obligasi Valas untuk menstabilkan Rupiah - mana yang Bener - sudah pada Gila Cara berpikirnya #hening,2052693654318535124,,,in,,1,0,0,https://x.com/undefined/status/2052693654318535124,780554097388687360,
2052693601508073487,Fri May 08 10:14:26 +0000 2026,0,mantap penjelasan Menkeu. apbn tak terganggu rupiah lemah BI yang handle nilai tukar https://t.co/9Z3bhGQvUF,2052693601508073487,https://pbs.twimg.com/media/HHyh8v8agAAhIgE.jpg,,in,,0,0,0,https://x.com/undefined/status/2052693601508073487,2509230110,
2052693588061180388,Fri May 08 10:14:23 +0000 2026,0,hebat Menkeu Purbaya! meski rupiah lemah APBN tetap aman dan terkendali total https://t.co/qaWxvIVfg0,2052693588061180388,https://pbs.twimg.com/media/HHyh711boAAtf8f.jpg,,in,,0,0,0,https://x.com/undefined/status/2052693588061180388,2537196420,
2052693543056224670,Fri May 08 10:14:12 +0000 2026,0,support penuh buat Menkeu. apbn terkontrol meski rupiah melemah BI tanggung jawab moneter https://t.co/ues7BEI7SW,2052693543056224670,https://pbs.twimg.com/media/HHyh5TfawAAYssf.jpg,,in,,0,0,0,https://x.com/undefined/status/2052693543056224670,918155252,
2052685122105979224,Fri May 08 10:01:18 +0000 2026,0,@Springdoay kalo buat jajanan di sekitar konser ya lumayan lah tapi tetep aja buat wni ini mahal njirr apalagi rupiah lagi down down nya hufff,2052690294915916195,,Springdoay,in,,0,0,0,https://x.com/undefined/status/2052690294915916195,1646616763663286273,
2052685098210963692,Fri May 08 10:00:16 +0000 2026,0,@Kungyazlife Aku kena 66.000 rupiah ,2052690037826105763,,Kungyazlife,in,,0,0,0,https://x.com/undefined/status/2052690037826105763,1563790566025940993,
2052689977243468107,Fri May 08 10:00:02 +0000 2026,0,Halo Bosque! Rupiah Melemah parah...? Sebenernya ada apa...? Pada video kali ini Pilarmas akan membahas terkait melemahnya Rupiah dan bagaimana menghadapinya nih Bosque..! Penasaran kan gimana caranya..? Yuk tonton full-videonya melalui link: https://t.co/ayUazCjd2p https://t.co/y6narJOpG6,2052689977243468107,https://pbs.twimg.com/amplify_video_thumb/2052669178558201856/img/9fNSmuZAS03W4uuq.jpg,,in,,0,0,0,https://x.com/undefined/status/2052689977243468107,1082937852046979073,
2052680942926672292,Fri May 08 09:59:02 +0000 2026,0,@pkinngyal rupiah melemah hmmmm,2052689726621274417,,pkinngyal,in,,0,1,0,https://x.com/undefined/status/2052689726621274417,1764548340300353536,
2052686081800458689,Fri May 08 09:58:58 +0000 2026,0,@teeganteng keknya kayphat emang pejuang rupiah ,2052689708850049068,,teeganteng,in,,0,0,0,https://x.com/undefined/status/2052689708850049068,2035303215445737472,
2052689639421661624,Fri May 08 09:58:41 +0000 2026,14,Kenapa dengan Mengubah Kata-Kata saja Bisa Hemat Rp 200 Miliar? Kedengarannya aneh ya? Masa iya cuma karena kata dihapus uang ratusan miliar rupiah bisa diselamatkan. Tapi ini beneran terjadi dan ada alasan logisnya. Kuncinya ada di konsep dana siluman . Istilah untuk,2052689639421661624,,,in,,1,2,8,https://x.com/undefined/status/2052689639421661624,1915897056377638913,
2052578207056925121,Fri May 08 09:58:37 +0000 2026,0,@coingecko kalo kata @bank_indonesia sih rupiah undervalued,2052689623076540777,,coingecko,in,,0,0,0,https://x.com/undefined/status/2052689623076540777,1250425245044887553,
2052689501152047309,Fri May 08 09:58:08 +0000 2026,0,Asuransi mobil AS naik karena 5 alasan: harga mobil tinggi biaya perbaikan mahal kecelakaan meningkat inflasi bencana alam. 11 cara hemat: bandingkan harga naikkan deductible gabung polis. Sudah periksa polis asuransi mobil Anda? #Asuransi #AsuransiMobil #KeuanganPribadi,2052689501152047309,,,in,,0,0,0,https://x.com/undefined/status/2052689501152047309,2050802006647058432,
2052622949040234612,Fri May 08 09:57:56 +0000 2026,0,@NanYejum Mana rupiah lagi rungkat https://t.co/M7QWq1qZ5t,2052689448090104141,https://pbs.twimg.com/tweet_video_thumb/HHyeK92aUAAFqiY.jpg,NanYejum,in,,0,1,0,https://x.com/undefined/status/2052689448090104141,150162466,
2052689418868416556,Fri May 08 09:57:49 +0000 2026,0,Kalo harga rupiah kagak mahal gua beli ruby yg paling banyak dah,2052689418868416556,,,in,,0,1,0,https://x.com/undefined/status/2052689418868416556,1376042825813426180,
2052689414539837463,Fri May 08 09:57:48 +0000 2026,0, The borrower is slave to the lender hits differently when debt starts with comparison not need. A powerful story on BNPL status anxiety &amp; learning contentment before the spiral begins. https://t.co/5AEXcyLzl2 #BuyNowPayLater #Rupiah https://t.co/O6e9NZDEp3,2052689414539837463,https://pbs.twimg.com/media/HHyd8oJbsAAFtnE.jpg,,en,,0,0,0,https://x.com/undefined/status/2052689414539837463,1952869404569649152,
2052685122105979224,Fri May 08 09:57:32 +0000 2026,0,@Springdoay tp buat snack 90k di indo masih tergolong mahal rip rupiah kita,2052689349045809177,,Springdoay,in,,0,0,0,https://x.com/undefined/status/2052689349045809177,862214926911152128,
2052689140685373803,Fri May 08 09:56:42 +0000 2026,0,nilai rupiah terhadap won naik what am i supposed to do https://t.co/5NUCZWBdRC,2052689140685373803,https://pbs.twimg.com/tweet_video_thumb/HHyd47vasAAYqzk.jpg,,in,,0,1,0,https://x.com/undefined/status/2052689140685373803,1901246801006739457,
2052667166407983485,Fri May 08 09:56:29 +0000 2026,0,@CNNIndonesia Minyak kita bukan minyak biasa bisa naik harga dan langka harus dipaksa oleh Keppres HET -semuanya harga sama se NKRI- @setkabgoid @kemenbud,2052689084678897805,,CNNIndonesia,in,,0,0,0,https://x.com/undefined/status/2052689084678897805,2153969821,
2052660238546010609,Fri May 08 09:55:30 +0000 2026,1,@MYasfika Pemerintahan klo ambil kebijakan tidak bisa melihat kondisi kondisi lgi perang kondisi Rupiah melemah kondisi IHSG belum rebound Akibatnya ya gini dari kebijakannya asal asalannya itu,2052688836397068391,,MYasfika,in,,0,0,0,https://x.com/undefined/status/2052688836397068391,1907111574613143554,
2052558144447152162,Fri May 08 09:55:01 +0000 2026,0,@rouppme Stok bisa naik ya karena harga mahal shg petani tertarik berbudidaya,2052688713248018505,,rouppme,in,,0,0,0,https://x.com/undefined/status/2052688713248018505,1444027135,
2052688693362831445,Fri May 08 09:54:56 +0000 2026,0,ayam greprek + nasi langganan naik harganya ga maen². awal beli di harga 14.000 trus naik ke 16.000 skrg jd 19.000 wtf ,2052688693362831445,,,in,,0,0,0,https://x.com/undefined/status/2052688693362831445,1609758892774547456,
2052539223924961495,Fri May 08 09:54:32 +0000 2026,0,@bangherwin Gimana gk ajaib anggaran MBG ketilep di mana² rakyat msih diam gk bergeming. Pengangguran smkn meroket tukar rupiah ke dolar smkn jeblok dan rkyat msh bisu rada gk peduli. Itu klo bkn keajaiban llu apa namanya. Udah sadar di kibulin msh sok bangga jdi org indonesia.,2052688593874043196,,bangherwin,in,,0,0,0,https://x.com/undefined/status/2052688593874043196,2026608973957488640,
2052686290550988825,Fri May 08 09:53:24 +0000 2026,0,@jossfisip bukan cc aja orang rupiah anjlok,2052688307260453191,,jossfisip,in,,0,0,0,https://x.com/undefined/status/2052688307260453191,1929152007870513152,
1945998905403158808,Fri May 08 09:53:02 +0000 2026,0,@telaten Titik terendah adalah minta transferan 3000 rupiah sama temen https://t.co/avXuYh94cZ,2052688214981583179,https://pbs.twimg.com/media/HHydCbWbQAEpwCq.jpg,SMA_sederajat,in,,0,0,0,https://x.com/undefined/status/2052688214981583179,199790245,
2052654177080549723,Fri May 08 09:51:49 +0000 2026,0,@nilihux Tiga juta rupiah,2052687911418724746,,nilihux,in,,0,0,0,https://x.com/undefined/status/2052687911418724746,759426686236655616,
2052687898772947406,Fri May 08 09:51:46 +0000 2026,0,semua pada naik minggu lalu sempet ngobrol sama bapak tukang dawet dan beliau curhat pusing semua harga pada naik dan mau engga mau harga dagangannya juga ngikut naik tapi malah jadi sepi :((,2052687898772947406,,,in,,0,0,0,https://x.com/undefined/status/2052687898772947406,1599166771386208256,
2052687821165727836,Fri May 08 09:51:28 +0000 2026,19,Roadmap HUT RI ke-81. Ternyata ada misi mulia di balik melemahnya rupiah. Semua demi menghormati hari kemerdekaan Indonesia di tanggal 17-8-45. Makanya target besarnya jelas: 17 Agustus 2026 1 USD = Rp17.845 Akhirnya ekonomi dipakai sebagai pengingat sejarah juga. https://t.co/vrIexGicH4,2052687821165727836,https://pbs.twimg.com/media/HHycsK_aEAAK0cx.jpg,,in,,0,1,12,https://x.com/undefined/status/2052687821165727836,1267940786991099905,
2052687706699059469,Fri May 08 09:51:01 +0000 2026,1,Wkwkwk ini mah bukan windfall tax yg naik atau dikenakan di tarif atas harga tertentu.. Ini tarifnya di bawah 2500 juga naik dari 7-12% ke 14%. Di skenario mana pun naik kecuali 3000-3500.. Ini namanya tarif Demi MBG help APBN kami defisit https://t.co/8A7YKvOrRw,2052687706699059469,https://pbs.twimg.com/media/HHycl2Ea4AAKzHj.jpg,,in,,0,1,0,https://x.com/undefined/status/2052687706699059469,6689892,
2052687445414883675,Fri May 08 09:49:58 +0000 2026,0,tapi w harus menabung juga buldep ke bandung ‍ ya Allah tolong lancar semua terutama uangnya mahasiswa mahasiswa indonesia yg demen jajan apalagi jajanannya ga bentuk rupiah,2052687445414883675,,,in,,0,1,0,https://x.com/undefined/status/2052687445414883675,2010746503342837760,
2052650985340711358,Fri May 08 09:49:19 +0000 2026,0,@tanyakanrl Semua naik Harga minyak goreng Plastik dan barang kelontong Bumbu masak dan sayuran,2052687281421750312,,tanyakanrl,in,,0,0,0,https://x.com/undefined/status/2052687281421750312,883214013877821440,
2052673162974986269,Fri May 08 09:48:38 +0000 2026,0,@geloraco Negara lain harga minyak goreng juga naik dan disini harganya masih lebih murah ...TEMPLATE.... ,2052687109576867995,,geloraco,in,,0,0,0,https://x.com/undefined/status/2052687109576867995,2568916987,
2052687079872647594,Fri May 08 09:48:31 +0000 2026,0,Butuh donasi dan adopter untuk Heri. Dia butuh operasi hernia dari tim dokter sudah kasih free. kurang 2 juta rupiah untuk obat dan peralatan Info dan update: https://t.co/DUk387ZWcs,2052687079872647594,,,in,,0,0,0,https://x.com/undefined/status/2052687079872647594,1465252595652390913,
2052673754833252362,Fri May 08 09:48:30 +0000 2026,0,@oomfbaik naik harga adminnya gak kira2 asli,2052687075263336627,,oomfbaik,in,,0,0,0,https://x.com/undefined/status/2052687075263336627,1120127998529654785,
2052687072901890253,Fri May 08 09:48:29 +0000 2026,0,when yh rupiah 5.000,2052687072901890253,,,en,,0,0,0,https://x.com/undefined/status/2052687072901890253,1313832909594267648,
2052646421619433803,Fri May 08 09:47:17 +0000 2026,0,@temenbarbie Lebih ke rupiah nya melemah gak sih emang pemerintah sialan,2052686767871140278,,temenbarbie,in,,0,1,0,https://x.com/undefined/status/2052686767871140278,1744038365102809088,
2052685904779808995,Fri May 08 09:47:13 +0000 2026,0,tapi gak ah rupiah lg lemah,2052686752423567821,,kittywonbin,in,,0,1,0,https://x.com/undefined/status/2052686752423567821,769458911653093376,
2052650985340711358,Fri May 08 09:47:11 +0000 2026,0,@tanyakanrl Inflasi Harga BBM dan plastik naik otomatis biaya yg lain naik,2052686742202020275,,tanyakanrl,in,,0,0,0,https://x.com/undefined/status/2052686742202020275,1957065747370573824,
2052686658496258453,Fri May 08 09:46:51 +0000 2026,0,Nilai Rupiah melorot kayak kolor putus taliya tetapi bilang Ekonomi bertumbuh 5.61 % bukankah itu Paradox ? nanti Rupiah tambah jeblok bilang Ekonomi Meroket https://t.co/cowbTKyxi0,2052686658496258453,https://pbs.twimg.com/ext_tw_video_thumb/2052610520298266624/pu/img/2iKZxphLujAWQxR3.jpg,,in,,0,0,0,https://x.com/undefined/status/2052686658496258453,2034385744844988416,
2052686516137431284,Fri May 08 09:46:17 +0000 2026,0,Harga minyak goreng subsidi MinyaKita naik melampaui harga eceran tertinggi bahkan di beberapa daerah mencapai Rp 20 ribu per liter. Apa benar gara-gara banyak dipakai untuk bantuan sosial? https://t.co/NHUkjepah5,2052686516137431284,,,in,,0,0,0,https://x.com/undefined/status/2052686516137431284,3179542928,
2052433482861949061,Fri May 08 09:46:14 +0000 2026,0,@cornelgea Pertama kal ke Malaysia 2005 nilai Rupiah di bawah 3000 terhadap Ringgit. Kini 4000. Sungguh negeri salah urus!,2052686506486354431,,cornelgea,in,,0,0,0,https://x.com/undefined/status/2052686506486354431,138331907,
2052686500383633444,Fri May 08 09:46:13 +0000 2026,0, Sawit itu tanaman pertanian bukan tanaman kehutanan. Sidang Duta Palma kembali membuka polemik sawit di kawasan hutan izin lahan hingga dugaan kerugian negara puluhan triliun rupiah. https://t.co/8xkUlDVzAz #Sawit #DutaPalma #HukumLingkungan,2052686500383633444,,,in,,0,0,0,https://x.com/undefined/status/2052686500383633444,1787417069354696704,
2052686440736456742,Fri May 08 09:45:59 +0000 2026,2,Mungkin jika kondisi ekonomi Indonesia baik-baik saja dan rupiah tidak melebihi 3k per 1 dolar kita bisa beli bjd doll oshi itu tanpa harus mikir jual hp laptop motor rumah hati ginjal nyawa,2052686440736456742,,,in,,0,2,1,https://x.com/undefined/status/2052686440736456742,2033530043356635136,
2052686313594454513,Fri May 08 09:45:28 +0000 2026,0,dengan rupiah semenyedihkan itu jadi was-was nanti pelunasan ems tax merch anime gw pakabar yh,2052686313594454513,,,in,,0,0,0,https://x.com/undefined/status/2052686313594454513,1556304401395961858,
2052686279381512292,Fri May 08 09:45:20 +0000 2026,0,found some things from accgoods and etsy.... but rupiah is so ASS so i do understand why they set up with global pricing but sighs... my parents will never approve if i use my money for them,2052686279381512292,,,en,,0,0,0,https://x.com/undefined/status/2052686279381512292,1349534074034024448,
2052559943048556895,Fri May 08 01:23:19 +0000 2026,0,一 IDR to MYR ┆ rate 4600 / 1 MYR MYR to IDR ┆ rate 3700 / 1 MYR tags jasa transfer ringgit jasa transfer myr ringgit ke rupiah ke ringgit jasa transfer malaysia (706),2052559943048556895,,,in,,0,0,0,https://x.com/undefined/status/2052559943048556895,754149098119319552,
2052332368246210764,Fri May 08 01:22:33 +0000 2026,1,@Bluelinedot @ardisatriawan Masih ngerti kalo dibawah Sing MY dan Brunei karena emg kita udah ketinggalan banget sama 3 negara itu. Duh si bapak gak berasa butuh bebenah banget apa ya? Minimal sektor pendidikan sama wisata. Sad sih liat Rupiah dibawah mata uang Filipina.,2052559749380706763,,Bluelinedot,in,,0,0,0,https://x.com/undefined/status/2052559749380706763,207371261,
2052559242968895749,Fri May 08 01:20:32 +0000 2026,0,sm ky printilan journaling yaampun disana yg lucu2 cm 1000-2000 won tp sampe indo 50k menangisi rupiah,2052559242968895749,,,in,,0,0,0,https://x.com/undefined/status/2052559242968895749,1716877451404718081,
2052275546386731281,Fri May 08 01:19:32 +0000 2026,0,@catonlythoughts Kalau harga kebutuhan naik nilai rupiah melemah kelas menengah makin tertekan tapi angka pertumbuhan tetap stabil artinya ada kemungkinan pertumbuhan itu lebih banyak dinikmati kelompok tertentu saja,2052558989783883915,,catonlythoughts,in,,0,0,0,https://x.com/undefined/status/2052558989783883915,1836229621425278977,
2052359093164404860,Fri May 08 01:18:28 +0000 2026,0,@Jreonghani @yibyuna @ankeonhho boleh pasti mereka senang. satu Rupiah sangat berarti ,2052558719637156025,,Jreonghani,in,,0,0,0,https://x.com/undefined/status/2052558719637156025,389668755,
2052558568969379925,Fri May 08 01:17:52 +0000 2026,2,Harga Emas UBS Turun Tipis Galeri24 dan Antam Naik https://t.co/TqyXQSprfN,2052558568969379925,,,in,,0,0,0,https://x.com/undefined/status/2052558568969379925,848614550,
2052347492495171626,Fri May 08 01:17:11 +0000 2026,2,@settledfemme @sapphicsfess Heran hari gini masih gk peduli politik kek gk punya pandangan hidup aja liat rupiah sekarang yg paling anjlok dalam sejarah Indo pemimpin lu noh tukang ngutang dan hobi impor,2052558399896989880,,settledfemme,in,,0,0,0,https://x.com/undefined/status/2052558399896989880,1689182823113273344,
2052558253385470143,Fri May 08 01:16:36 +0000 2026,0,‼‼‼ Price Update ‼‼‼ Harga emas GAP baru sahaja dikemaskini NAIK sebanyak RM5 daripada RM642 kepada RM647.,2052558253385470143,,,in,,0,0,0,https://x.com/undefined/status/2052558253385470143,311278938,
2052558210507411894,Fri May 08 01:16:26 +0000 2026,0,Yakin itu RON92 pom merah ga disubsidi jugak? Harga bbm naik gila2an sdgkan RON92 pom merah ini ga begitu ikut terkerek tinggi. Ini berita tahun 2022 sih. Menterinya sdh ganti ga tau kebijakan yg ini apa ganti juga. https://t.co/NfLcG3YPuo,2052558210507411894,https://pbs.twimg.com/media/HHwmz1ZaMAAoEvc.jpg,,in,,0,0,0,https://x.com/undefined/status/2052558210507411894,542577277,
2052558019071033673,Fri May 08 01:15:41 +0000 2026,0,Baraya naik harga untuk perjalanan ke Jakarta sepertinya akan lebih worth it pakai kereta saja,2052558019071033673,,,in,,0,0,0,https://x.com/undefined/status/2052558019071033673,1392093826781638657,
2052340284936331683,Fri May 08 01:15:11 +0000 2026,0,@polisiolahraga indon iq70 beruk tkpayah mnyibuk. urus dulu rm1=4 400 rupiah tisu lap taik,2052557896614089119,,polisiolahraga,in,,0,0,0,https://x.com/undefined/status/2052557896614089119,1426178344257671171,
2052374186232885348,Fri May 08 01:13:11 +0000 2026,0,@Andri_Kun04 @tanyarlfes Bener orang yg terima gaji pake dollar membantu perekonomian negara tapi memberikan seruan seolah² menang saat rupiah melemah juga gak dibenarkan. Memang wajar mereka senang otomatis nilai tukar mereka naik tapi selama mereka masih WNI agaknya kurang pantes berseru kek gt.,2052557392811065530,,Andri_Kun04,in,,0,1,0,https://x.com/undefined/status/2052557392811065530,1596066242573455360,
2052556842862354791,Fri May 08 01:11:00 +0000 2026,0,ga heboh biasa aja while wearing nautilus... that 3 miliar rupiah timepiece,2052556842862354791,,,in,,0,0,0,https://x.com/undefined/status/2052556842862354791,1719685713216905216,
2052233123891720604,Fri May 08 01:10:45 +0000 2026,0,@noopiieeeeee Gaji mungil nya ga bisa buat bayar 1000 rupiah,2052556780820168970,,noopiieeeeee,in,,0,0,0,https://x.com/undefined/status/2052556780820168970,1294475096,
2052556479337763266,Fri May 08 01:09:33 +0000 2026,0,Sumpah ini membantu banget Harga bahan makanan naik terus eh Shopee malah ngadain promo telur diskon 50% tiap jam 9 pagi Gratis Ongkir Rp0 + Shopee Belanja Instant = combo paling mantap pagi ini #ShopeeTelurDiskon50Persen,2052556479337763266,,,in,,0,0,0,https://x.com/undefined/status/2052556479337763266,1886288276019130368,
2050363403877970085,Fri May 08 01:08:33 +0000 2026,0,@LambeSahamjja Yakin itu RON92 pom merah ga disubsidi jugak? Harga bbm naik gila2an sdgkan RON92 pom merah ini ga begitu ikut terkerek tinggi. Ini berita tahun 2022 sih. Meneterinya sdh ganti ga tau kebijakan yg ini. https://t.co/twQKIajvMZ,2052556224001114225,https://pbs.twimg.com/media/HHwlAMFaQAAWHNq.jpg,LambeSahamjja,in,,0,0,0,https://x.com/undefined/status/2052556224001114225,542577277,
2052556104127885474,Fri May 08 01:08:04 +0000 2026,0,udah paling bener stok telur pas promo Shopee Belanja Instant daripada nyesel harga naik yekannn #ShopeeTelurDiskon50Persen,2052556104127885474,,,in,,0,0,0,https://x.com/undefined/status/2052556104127885474,1879774217069383680,
2052555665781240133,Fri May 08 01:06:20 +0000 2026,0,di shopee belanja instant best bgt dah!! dah ada #ShopeeTelurDiskon50Persen di jam 9 pagi ehh freeongkir juga 0 rupiah,2052555665781240133,,,in,,0,0,0,https://x.com/undefined/status/2052555665781240133,2001957049585086465,
2052555602417811668,Fri May 08 01:06:04 +0000 2026,0,Modal Lari Doang Cuan Jutaan Rupiah? Bisa di Jogja Run D-City 2026! https://t.co/L43xUS5OMT,2052555602417811668,,,in,,0,0,0,https://x.com/undefined/status/2052555602417811668,1668147004491587585,
2052555547426308141,Fri May 08 01:05:51 +0000 2026,0,onitsuka jepang beneran lebih murah gasih? ngubek ngubek jastiper gaada yg cantumin harga. rupiah sampah bgt di sg sama aja harganya kek di indo lebih mahal malah ,2052555547426308141,,,in,,0,0,0,https://x.com/undefined/status/2052555547426308141,1634330224086388736,
2052553217167462710,Fri May 08 00:56:36 +0000 2026,3,as someone who goes to pasar regularly i can state that we're doomed cuz semua barang naik harga fuckkk,2052553217167462710,,,en,,0,0,0,https://x.com/undefined/status/2052553217167462710,2003451300508545024,
2052553075379052696,Fri May 08 00:56:02 +0000 2026,0, DEMI HARGA DIRI DEMI HARGA DIRI NOH HARGA SEMBAKO DAN BIAYA IDUP MAKIN NAIK!,2052553075379052696,,,in,,0,0,0,https://x.com/undefined/status/2052553075379052696,1503584864112500737,
2052551131696365939,Fri May 08 00:48:19 +0000 2026,0,Stok minyak komersial dan darurat menipis cepat meski konflik berakhir. Guncangan pasokan bisa mendorong harga minyak naik memperburuk inflasi. Akankah Fed dipaksa menaikkan suku bunga lagi? #Oil #Inflation #Fed,2052551131696365939,,,in,,0,0,0,https://x.com/undefined/status/2052551131696365939,2050802006647058432,
2052551130668802195,Fri May 08 00:48:18 +0000 2026,0,Saham AS naik minyak turun 3%+ karena harapan kesepakatan AS-Iran S&amp;P 500 +0.6% Brent di bawah $75 imbal hasil obligasi turun Apakah kesepakatan realistis dan harga minyak akan turun lebih dalam? #Saham #Minyak #Geopolitik,2052551130668802195,,,in,,0,0,0,https://x.com/undefined/status/2052551130668802195,2050802006647058432,
